model,param_count,target_param_count,param_gap_pct,epochs,best_val_loss,n_heldout,distal_edge_error_mm_mean,distal_edge_error_mm_std,distal_edge_error_mm_median,rmse_pct_mean,gamma_1pct_1mm_pass_pct_mean,gamma_2pct_2mm_pass_pct_mean,v0_vs_fno_mean_edge_reduction_mm,v0_vs_fno_ci95_low_mm,v0_vs_fno_ci95_high_mm,v0_vs_fno_p_signflip,v0_vs_fno_n,v0_vs_fno_significant
conv1d,958163,943765,1.5255916462254904,30,2.2474725246429443,72.0,0.25002367924433105,0.19126915989461613,0.23707731476323346,1.802668254019262,86.4261099254374,96.96999335675969,-0.2910702596194565,-0.4646568656881051,-0.1266542474212461,0.0016999150042497876,72,True
fno1d,929691,943765,-1.4912610660492813,30,26.838315963745117,72.0,0.4560987686565675,0.2757060286278054,0.43781989212067174,6.450291998594192,3.475116017515656,10.678832294838491,-0.2910702596194565,-0.4646568656881051,-0.1266542474212461,0.0016999150042497876,72,True
braggtransporter_v0,943765,943765,0.0,30,28.675776481628418,72.0,0.747169028276024,0.7780266636099346,0.4235713886555885,4.330747059064121,35.721381598741424,69.64312173385059,-0.2910702596194565,-0.4646568656881051,-0.1266542474212461,0.0016999150042497876,72,True
