head,epochs,level,empirical_coverage,abs_error,within_5pct,sharpness_mean_sigma,sharpness_median_sigma,final_train_loss,final_val_loss
heteroscedastic,1,0.5,0.9315625,0.43156249999999996,False,1.0307225116156042,0.9842241704463959,0.20017665127913156,0.29150447249412537
heteroscedastic,1,0.6826894921370859,0.9503125,0.26762300786291415,False,1.0307225116156042,0.9842241704463959,0.20017665127913156,0.29150447249412537
heteroscedastic,1,0.8,0.9603125,0.16031249999999997,False,1.0307225116156042,0.9842241704463959,0.20017665127913156,0.29150447249412537
heteroscedastic,1,0.9,0.9703125,0.0703125,False,1.0307225116156042,0.9842241704463959,0.20017665127913156,0.29150447249412537
heteroscedastic,1,0.95,0.9746875,0.024687500000000084,True,1.0307225116156042,0.9842241704463959,0.20017665127913156,0.29150447249412537
