split,mean_head_sigma,mean_abstention_sigma,threshold,abstention_rate,n_beamlets,seed,units
in_distribution,0.47942209243774414,0.47942209243774414,0.4951857328414917,0.1,160,606,sigma: MeV/g per voxel; energy: MeV; depth: cm
ood_corrupted_prior_low_energy,0.6773198246955872,1.0159796476364136,0.4951857328414917,0.76875,160,606,sigma: MeV/g per voxel; energy: MeV; depth: cm
