head,epochs,level,empirical_coverage,abs_error,within_5pct,sharpness_mean_sigma,sharpness_median_sigma,final_train_loss,final_val_loss
heteroscedastic,2,0.5,0.0,0.5,False,5.739157266087002,6.1273839473724365,2.0886194308598838,1.8591210842132568
heteroscedastic,2,0.6826894921370859,0.4270833333333333,0.25560615880375254,False,5.739157266087002,6.1273839473724365,2.0886194308598838,1.8591210842132568
heteroscedastic,2,0.8,0.6423611111111112,0.15763888888888888,False,5.739157266087002,6.1273839473724365,2.0886194308598838,1.8591210842132568
heteroscedastic,2,0.9,0.9895833333333334,0.08958333333333335,False,5.739157266087002,6.1273839473724365,2.0886194308598838,1.8591210842132568
heteroscedastic,2,0.95,1.0,0.050000000000000044,False,5.739157266087002,6.1273839473724365,2.0886194308598838,1.8591210842132568
